Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
P23276	Homo sapiens	Metazoa	732		0	True	4
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134		0	False	0
P49419	Homo sapiens	Metazoa	539		0	False	0
A3KPQ7	Danio rerio	Metazoa	1378		0	True	4
Q6F6B5	Arabidopsis thaliana	Viridiplantae	741		0	False	1
Q9BZR9	Homo sapiens	Metazoa	551		0	False	1
Q86LG1	Drosophila melanogaster	Metazoa	606		0	True	2
P56564	Mus musculus	Metazoa	543		0	True	1
Q9UPV0	Homo sapiens	Metazoa	1460		0	False	3
Q3UZP0	Mus musculus	Metazoa	555		0	False	4
Q99638	Homo sapiens	Metazoa	391		0	False	4
O14036	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	115		0	False	1
Q93V66	Arabidopsis thaliana	Viridiplantae	226		0	False	1
Q7Y1W1	Arabidopsis thaliana	Viridiplantae	527		0	False	2
Q6PIZ9	Homo sapiens	Metazoa	186		0	True	2
P50534	Drosophila melanogaster	Metazoa	773		0	False	2
Q9HGM8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		0	False	1
Q69ZR9	Mus musculus	Metazoa	1610		0	False	3
O13722	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450		0	False	0
Q9BT49	Homo sapiens	Metazoa	309		0	False	0
I1RC73	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492		0	False	0
Q8BT35	Mus musculus	Metazoa	56		0	True	4
F4JCU0	Arabidopsis thaliana	Viridiplantae	1007		0	False	2
Q9BVN2	Homo sapiens	Metazoa	902		0	False	2
A0A2Z5GDY5	Lotus japonicus	Viridiplantae	658		0	False	2
O96237	Plasmodium falciparum (isolate 3D7)	Other	899		0	False	4
Q8BKA3	Mus musculus	Metazoa	608		0	False	4
F1QN48	Danio rerio	Metazoa	379		0	False	4
Q8NG31	Homo sapiens	Metazoa	2342		0	False	3
Q84JF5	Arabidopsis thaliana	Viridiplantae	483		0	False	1
Q5NCQ5	Mus musculus	Metazoa	438		0	False	1
O55236	Mus musculus	Metazoa	597		0	False	3
Q9DB60	Mus musculus	Metazoa	201		0	False	1
Q8LGD5	Arabidopsis thaliana	Viridiplantae	222		0	False	4
Q8GWA7	Arabidopsis thaliana	Viridiplantae	349		0	False	0
Q02642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		0	False	2
Q01371	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1167		0	False	1
Q94230	Caenorhabditis elegans	Metazoa	226		0	False	1
Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598		0	False	0
Q6DWJ6	Homo sapiens	Metazoa	353		0	True	0
Q92974	Homo sapiens	Metazoa	986		0	False	1
Q94126	Caenorhabditis elegans	Metazoa	211		0	False	4
Q9Y3C1	Homo sapiens	Metazoa	178		0	False	2
Q9ET80	Mus musculus	Metazoa	660		0	False	3
O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		0	False	3
F4K410	Arabidopsis thaliana	Viridiplantae	675		0	False	3
Q03213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	719		0	False	1
P21691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	654		0	False	0
Q8GY89	Arabidopsis thaliana	Viridiplantae	125		0	False	1
Q9P7M1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	491		0	False	2
Q38946	Arabidopsis thaliana	Viridiplantae	411		0	False	0
Q9FJI1	Arabidopsis thaliana	Viridiplantae	178		0	False	3
Q6ZNL6	Homo sapiens	Metazoa	1462		0	False	2
Q9BSD3	Homo sapiens	Metazoa	238		0	False	3
Q96HE9	Homo sapiens	Metazoa	360		0	False	4
P53817	Rattus norvegicus	Metazoa	160		0	False	2
B6HLU1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746		0	False	4
Q9HB75	Homo sapiens	Metazoa	910		0	False	0
Q9Y3S2	Homo sapiens	Metazoa	320		0	False	2
Q9FMM3	Arabidopsis thaliana	Viridiplantae	1714		0	False	3
Q9D8F1	Mus musculus	Metazoa	300		0	False	4
Q9H8K7	Homo sapiens	Metazoa	445		0	False	4
Q6UB28	Homo sapiens	Metazoa	335		0	False	3
Q9Z1P2	Rattus norvegicus	Metazoa	892		0	False	2
Q9LDC0	Arabidopsis thaliana	Viridiplantae	365		0	False	4
F4I902	Arabidopsis thaliana	Viridiplantae	420		0	False	4
F1NPG5	Gallus gallus	Metazoa	639		0	False	0
Q96MI9	Homo sapiens	Metazoa	1112		0	False	2
P38827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1080		0	False	0
Q86W56	Homo sapiens	Metazoa	976		0	False	4
Q9LEZ1	Arabidopsis thaliana	Viridiplantae	144		0	False	2
P18074	Homo sapiens	Metazoa	760		0	False	1
Q04401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		0	False	4
Q63HR2	Homo sapiens	Metazoa	1409		0	False	0
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132		0	False	1
Q9Y4E5	Homo sapiens	Metazoa	1061		0	False	2
P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273		0	False	2
Q9P0U4	Homo sapiens	Metazoa	656		0	False	1
Q84JZ6	Arabidopsis thaliana	Viridiplantae	244		0	False	3
Q8QFX1	Gallus gallus	Metazoa	1325		0	False	1
P17665	Mus musculus	Metazoa	63		0	True	1
O95376	Homo sapiens	Metazoa	493		0	False	2
Q9UDR5	Homo sapiens	Metazoa	926		0	False	0
Q9FGN7	Arabidopsis thaliana	Viridiplantae	726		0	False	0
Q9FG00	Arabidopsis thaliana	Viridiplantae	491		0	True	4
P45974	Homo sapiens	Metazoa	858		0	False	2
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767		0	False	1
Q8WVF1	Homo sapiens	Metazoa	389		0	False	0
Q9U226	Caenorhabditis elegans	Metazoa	342		0	False	4
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97		0	True	0
Q94BY9	Arabidopsis thaliana	Viridiplantae	550		0	False	0
A6NDU8	Homo sapiens	Metazoa	294		0	False	3
Q91WV7	Mus musculus	Metazoa	685		0	True	2
O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421		0	False	2
O43918	Homo sapiens	Metazoa	545		0	False	0
Q0E671	Danio rerio	Metazoa	430		0	False	0
O14196	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		0	False	0
Q9XII1	Arabidopsis thaliana	Viridiplantae	307		0	False	1
Q8BTQ0	Mus musculus	Metazoa	241		0	False	2
Q8W5B1	Arabidopsis thaliana	Viridiplantae	440		0	False	2
Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244		0	False	3
A8J785	Chlamydomonas reinhardtii	Viridiplantae	209		0	True	2
Q801E2	Xenopus laevis	Metazoa	1116		0	False	3
O54957	Mus musculus	Metazoa	242		0	True	3
D0VWV4	Sus scrofa	Metazoa	169		0	True	3
P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		0	True	3
P48237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	864		0	False	2
Q04213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	475		0	False	0
Q9H6R4	Homo sapiens	Metazoa	1146		0	False	2
Q11120	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515		0	False	0
P37225	Solanum tuberosum	Viridiplantae	601		0	False	1
Q15847	Homo sapiens	Metazoa	76		0	False	2
Q9NVI1	Homo sapiens	Metazoa	1328		0	False	1
G5EGF8	Caenorhabditis elegans	Metazoa	354		0	False	4
O60674	Homo sapiens	Metazoa	1132		0	False	2
P99028	Mus musculus	Metazoa	89		0	False	0
O13978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	184		0	False	0
Q9UQ84	Homo sapiens	Metazoa	846		0	False	0
Q9H6E5	Homo sapiens	Metazoa	874		0	False	0
Q96C86	Homo sapiens	Metazoa	337		0	False	1
Q9HCS7	Homo sapiens	Metazoa	855		0	False	2
Q9MZ03	Oryctolagus cuniculus	Metazoa	298		0	True	0
Q9C950	Arabidopsis thaliana	Viridiplantae	643		0	False	1
Q96HA9	Homo sapiens	Metazoa	241		0	False	1
P53743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	False	3
Q20497	Caenorhabditis elegans	Metazoa	3498		0	False	0
Q5ZEF1	Oryza sativa subsp. japonica	Viridiplantae	127		0	False	1
Q8WUX9	Homo sapiens	Metazoa	453		0	False	2
Q9P7C8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	214		0	False	4
Q9SIW2	Arabidopsis thaliana	Viridiplantae	888		0	False	2
Q8IVS8	Homo sapiens	Metazoa	523		0	False	2
Q9WTQ8	Mus musculus	Metazoa	209		0	True	4
Q8TDV2	Homo sapiens	Metazoa	347		0	True	3
Q12220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	943		0	False	1
O94423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421		0	False	1
Q96LD4	Homo sapiens	Metazoa	638		0	False	2
Q62315	Mus musculus	Metazoa	1234		0	False	2
Q9D1N4	Mus musculus	Metazoa	221		0	True	0
Q96MB7	Homo sapiens	Metazoa	349		0	False	3
Q9BPZ7	Homo sapiens	Metazoa	522		0	False	2
E9QAU8	Mus musculus	Metazoa	347		0	False	4
Q9CX60	Mus musculus	Metazoa	105		0	False	2
Q8BH07	Mus musculus	Metazoa	226		0	False	1
F7VJQ1	Homo sapiens	Metazoa	73		0	True	1
Q6P8X9	Mus musculus	Metazoa	189		0	False	1
P15720	Gallus gallus	Metazoa	174		0	False	0
A8MR65	Arabidopsis thaliana	Viridiplantae	201		0	False	2
Q11184	Caenorhabditis elegans	Metazoa	425		0	False	2
P28070	Homo sapiens	Metazoa	264		0	False	4
O35914	Mus musculus	Metazoa	961		0	False	3
Q5KS41	Arabidopsis thaliana	Viridiplantae	486		0	False	1
P41903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	349		0	False	4
P54310	Mus musculus	Metazoa	759		0	False	1
Q5WRN1	Caenorhabditis elegans	Metazoa	301		0	True	0
Q1G3I2	Arabidopsis thaliana	Viridiplantae	117		0	False	1
P23506	Mus musculus	Metazoa	227		0	False	4
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981		0	False	3
P54274	Homo sapiens	Metazoa	439		0	False	4
Q9BRG1	Homo sapiens	Metazoa	176		0	False	3
Q9VW15	Drosophila melanogaster	Metazoa	2226		0	False	4
O95782	Homo sapiens	Metazoa	977		0	False	4
Q9SWW6	Arabidopsis thaliana	Viridiplantae	1026		0	False	2
A8MQL1	Arabidopsis thaliana	Viridiplantae	1082		0	False	3
Q9VN60	Drosophila melanogaster	Metazoa	278		0	False	0
Q86MI0	Caenorhabditis elegans	Metazoa	468		0	False	4
Q6ZJM9	Oryza sativa subsp. japonica	Viridiplantae	563		0	False	2
P24522	Homo sapiens	Metazoa	165		0	False	0
Q9BRV3	Homo sapiens	Metazoa	221		0	True	4
P28350	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1093		0	False	2
Q02637	Drosophila melanogaster	Metazoa	449		0	False	2
Q9CPQ8	Mus musculus	Metazoa	103		0	False	3
P32833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	False	0
Q8NFG4	Homo sapiens	Metazoa	579		0	False	3
O94667	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	560		0	False	2
Q15038	Homo sapiens	Metazoa	168		0	False	3
P40382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	444		0	False	2
A0A096LP01	Homo sapiens	Metazoa	95		0	True	4
O88735	Mus musculus	Metazoa	730		0	False	4
Q9D5U8	Mus musculus	Metazoa	673		0	False	2
Q15811	Homo sapiens	Metazoa	1721		0	False	1
O88491	Mus musculus	Metazoa	2588		0	False	3
Q02873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	248		0	False	3
Q9NUJ1	Homo sapiens	Metazoa	306		0	False	3
Q9VX31	Drosophila melanogaster	Metazoa	1105		0	False	2
Q96S44	Homo sapiens	Metazoa	253		0	False	3
Q8IRW8	Drosophila melanogaster	Metazoa	2431		0	False	3
Q9UHV9	Homo sapiens	Metazoa	154		0	False	1
P51530	Homo sapiens	Metazoa	1060		0	False	2
Q03330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	439		0	False	0
Q86X29	Homo sapiens	Metazoa	649		0	False	1
C0HM53	Populus euphratica	Viridiplantae	510		0	False	3
Q96PY6	Homo sapiens	Metazoa	1258		0	False	0
O13894	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124		0	False	1
O82245	Arabidopsis thaliana	Viridiplantae	196		0	True	0
O42647	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		0	False	2
Q9QZM5	Rattus norvegicus	Metazoa	476		0	False	4
Q08959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321		0	False	0
Q2MHN3	Mus musculus	Metazoa	2562		0	False	1
Q99LT0	Mus musculus	Metazoa	99		0	False	3
P56347	Chlorella vulgaris	Viridiplantae	161		0	False	1
Q5SFM8	Mus musculus	Metazoa	1060		0	False	1
Q86VI4	Homo sapiens	Metazoa	317		0	False	1
Q8GXF8	Arabidopsis thaliana	Viridiplantae	283		0	False	0
Q86YV9	Homo sapiens	Metazoa	775		0	False	1
Q9FI46	Arabidopsis thaliana	Viridiplantae	269		0	True	1
P08212	Pisum sativum	Viridiplantae	81		0	True	1
Q86UK7	Homo sapiens	Metazoa	904		0	False	0
Q8IRH5	Drosophila melanogaster	Metazoa	733		0	False	3
Q08952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		0	False	2
Q8WXD0	Homo sapiens	Metazoa	754		0	False	0
O55022	Mus musculus	Metazoa	195		0	True	0
Q96PZ0	Homo sapiens	Metazoa	661		0	False	1
O13801	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596		0	False	3
O55227	Rattus norvegicus	Metazoa	259		0	True	1
K4CF70	Solanum lycopersicum	Viridiplantae	476		0	False	0
Q9BVC5	Homo sapiens	Metazoa	232		0	False	2
Q8N4T4	Homo sapiens	Metazoa	335		0	False	3
Q07307	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	574		0	True	4
O75204	Homo sapiens	Metazoa	238		0	False	3
Q08062	Zea mays	Viridiplantae	332		0	False	3
Q9Y6X9	Homo sapiens	Metazoa	1032		0	False	2
O13329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		0	False	1
A0A2K8FQU5	Catharanthus roseus	Viridiplantae	436		0	False	3
Q944A6	Arabidopsis thaliana	Viridiplantae	487		0	False	1
Q9D115	Mus musculus	Metazoa	76		0	False	4
P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		0	False	2
P34164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		0	False	3
P39011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	633		0	False	0
Q10SU5	Oryza sativa subsp. japonica	Viridiplantae	598		0	False	2
Q02931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	896		0	False	3
O55028	Mus musculus	Metazoa	412		0	False	0
A4GSN8	Arabidopsis thaliana	Viridiplantae	2093		0	False	4
Q9GZM5	Homo sapiens	Metazoa	350		0	False	3
P22265	Drosophila melanogaster	Metazoa	954		0	False	4
O94621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365		0	False	1
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		0	False	2
O22920	Arabidopsis thaliana	Viridiplantae	831		0	True	3
Q9M086	Arabidopsis thaliana	Viridiplantae	1883		0	False	0
P40326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108		0	False	2
Q8IYR2	Homo sapiens	Metazoa	804		0	False	1
Q9V463	Drosophila melanogaster	Metazoa	1365		0	False	4
O13992	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	965		0	False	4
P32500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655		0	True	4
Q96WW3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117		0	False	2
P18409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493		0	False	3
Q9NYY8	Homo sapiens	Metazoa	710		0	False	1
Q84JL7	Arabidopsis thaliana	Viridiplantae	330		0	False	4
L0R8F8	Homo sapiens	Metazoa	70		0	False	1
Q9NVU7	Homo sapiens	Metazoa	687		0	False	0
Q12904	Homo sapiens	Metazoa	312		0	False	2
Q8WY64	Homo sapiens	Metazoa	445		0	False	4
P34111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1160		0	False	2
A2AG06	Mus musculus	Metazoa	965		0	False	1
Q9UGY1	Homo sapiens	Metazoa	213		0	False	0
Q9FVV7	Arabidopsis thaliana	Viridiplantae	176		0	False	0
P22315	Mus musculus	Metazoa	422		0	False	0
O95551	Homo sapiens	Metazoa	362		0	False	2
Q9FJV5	Arabidopsis thaliana	Viridiplantae	276		0	False	1
P38532	Mus musculus	Metazoa	525		0	False	1
Q13309	Homo sapiens	Metazoa	424		0	False	3
Q9VKV5	Drosophila melanogaster	Metazoa	319		0	False	4
Q8L4R0	Arabidopsis thaliana	Viridiplantae	350		0	False	1
Q16617	Homo sapiens	Metazoa	165		0	True	4
O95997	Homo sapiens	Metazoa	202		0	False	4
Q94545	Drosophila melanogaster	Metazoa	556		0	False	2
Q9UHH9	Homo sapiens	Metazoa	426		0	False	2
Q99990	Homo sapiens	Metazoa	258		0	False	0
P07663	Drosophila melanogaster	Metazoa	1224		0	False	4
O43739	Homo sapiens	Metazoa	400		0	False	4
Q9NZC4	Homo sapiens	Metazoa	300		0	False	1
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772		0	False	2
P08970	Drosophila melanogaster	Metazoa	941		0	False	3
P53297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	722		0	False	2
P54074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624		0	True	4
O97965	Ovis aries	Metazoa	110		0	False	3
Q9HAP6	Homo sapiens	Metazoa	207		0	False	2
Q52K88	Arabidopsis thaliana	Viridiplantae	202		0	False	3
P24499	Trypanosoma brucei brucei	Other	229		0	True	1
O60779	Homo sapiens	Metazoa	497		0	True	2
P04637	Homo sapiens	Metazoa	393		0	False	2
P46060	Homo sapiens	Metazoa	587		0	False	1
P49919	Mus musculus	Metazoa	348		0	False	4
Q9UDW3	Homo sapiens	Metazoa	170		0	False	3
Q7S711	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	443		0	False	1
Q04170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232		0	False	3
P40567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		0	False	2
Q811D2	Mus musculus	Metazoa	1581		0	False	1
Q9M0Z3	Arabidopsis thaliana	Viridiplantae	776		0	False	4
P53127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1403		0	False	4
Q8BJA3	Mus musculus	Metazoa	419		0	False	4
P48608	Drosophila melanogaster	Metazoa	1091		0	False	2
Q91WK7	Mus musculus	Metazoa	299		0	False	2
Q9H816	Homo sapiens	Metazoa	532		0	False	2
Q07807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	879		0	False	2
Q9R0W5	Rattus norvegicus	Metazoa	495		0	True	0
Q9V6U9	Drosophila melanogaster	Metazoa	357		0	False	3
Q9R1C7	Mus musculus	Metazoa	953		0	False	4
Q06102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208		0	False	1
Q04073	Strongylocentrotus purpuratus	Metazoa	459		0	False	2
P0CX38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236		0	False	0
P10849	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		0	False	1
P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		0	False	3
Q16629	Homo sapiens	Metazoa	238		0	False	3
Q9LU05	Arabidopsis thaliana	Viridiplantae	168		0	False	2
Q4VBD9	Mus musculus	Metazoa	706		0	False	0
Q8LFW5	Arabidopsis thaliana	Viridiplantae	277		0	False	2
Q9Y512	Homo sapiens	Metazoa	469		0	False	0
B1AZ99	Mus musculus	Metazoa	396		0	False	4
Q03673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198		0	False	4
P49299	Cucurbita maxima	Viridiplantae	516		0	False	1
Q96K80	Homo sapiens	Metazoa	434		0	False	1
Q06324	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		0	False	4
Q7Z7K6	Homo sapiens	Metazoa	275		0	False	1
P51593	Rattus norvegicus	Metazoa	4454		0	False	2
Q9LQK7	Arabidopsis thaliana	Viridiplantae	475		0	False	1
P06367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		0	False	1
P92949	Arabidopsis thaliana	Viridiplantae	725		0	True	4
Q8BMB0	Mus musculus	Metazoa	1264		0	False	3
Q8W4L5	Arabidopsis thaliana	Viridiplantae	790		0	False	3
Q14140	Homo sapiens	Metazoa	314		0	False	1
P25686	Homo sapiens	Metazoa	324		0	False	3
Q8N0T1	Homo sapiens	Metazoa	100		0	False	0
Q9W088	Drosophila melanogaster	Metazoa	431		0	False	2
Q14209	Homo sapiens	Metazoa	437		0	False	0
O82277	Arabidopsis thaliana	Viridiplantae	361		0	False	1
Q06706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1349		0	False	3
Q9UJX4	Homo sapiens	Metazoa	755		0	False	0
P05030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	918		0	False	4
Q9P783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	480		0	False	1
A0A0B5L781	Penicillium brevicompactum	Fungi	398		0	False	3
Q01663	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	552		0	False	3
O20029	Chlamydomonas reinhardtii	Viridiplantae	191		0	False	3
Q8MIR0	Sus scrofa	Metazoa	373		0	False	0
Q05635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	350		0	False	3
Q3E785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	79		0	False	3
Q680Q4	Arabidopsis thaliana	Viridiplantae	884		0	False	1
Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429		0	False	2
Q9SMH4	Chlamydomonas reinhardtii	Viridiplantae	410		0	False	2
Q01892	Homo sapiens	Metazoa	262		0	False	3
Q8N7A1	Homo sapiens	Metazoa	406		0	False	4
Q8TAC2	Homo sapiens	Metazoa	188		0	False	1
P38631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1876		0	False	3
Q7KHG2	Drosophila melanogaster	Metazoa	1486		0	False	3
P49917	Homo sapiens	Metazoa	911		0	False	3
O44827	Caenorhabditis elegans	Metazoa	510		0	True	3
P17890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251		0	False	3
Q86Y01	Homo sapiens	Metazoa	620		0	False	4
Q9LD47	Arabidopsis thaliana	Viridiplantae	320		0	False	1
O14862	Homo sapiens	Metazoa	343		0	False	3
Q9LVS0	Arabidopsis thaliana	Viridiplantae	365		0	False	3
Q8W593	Arabidopsis thaliana	Viridiplantae	350		0	False	1
Q93092	Mus musculus	Metazoa	337		0	False	1
Q94527	Drosophila melanogaster	Metazoa	971		0	False	2
Q96PM9	Homo sapiens	Metazoa	386		0	False	3
Q7Z3K3	Homo sapiens	Metazoa	1410		0	False	1
P25618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	953		0	True	0
P24389	Rattus norvegicus	Metazoa	257		0	True	4
P38828	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187		0	False	3
O95415	Homo sapiens	Metazoa	125		0	True	3
B3EWF7	Homo sapiens	Metazoa	344		0	False	0
P10127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		0	False	3
P40576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216		0	True	1
Q2HJ10	Mus musculus	Metazoa	371		0	True	1
P53804	Homo sapiens	Metazoa	2025		0	False	0
Q9WTJ4	Mus musculus	Metazoa	500		0	False	3
Q9ZUX4	Arabidopsis thaliana	Viridiplantae	113		0	False	3
O94874	Homo sapiens	Metazoa	794		0	False	2
P70662	Mus musculus	Metazoa	411		0	False	4
Q99321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		0	False	3
Q9Y2M0	Homo sapiens	Metazoa	1017		0	False	2
Q6P2C8	Homo sapiens	Metazoa	311		0	False	4
Q55FB8	Dictyostelium discoideum	Other	1272		0	False	4
Q6XQN6	Homo sapiens	Metazoa	538		0	False	3
Q5FBB7	Homo sapiens	Metazoa	561		0	False	4
Q9SL95	Arabidopsis thaliana	Viridiplantae	456		0	True	2
F4J8G7	Arabidopsis thaliana	Viridiplantae	2138		0	False	3
Q9NRN7	Homo sapiens	Metazoa	309		0	False	0
Q3KNY0	Mus musculus	Metazoa	2849		0	False	1
Q581T1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	2167		0	False	0
P53139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140		0	False	1
Q13492	Homo sapiens	Metazoa	652		0	False	4
Q9Y2Z4	Homo sapiens	Metazoa	477		0	False	2
P30047	Homo sapiens	Metazoa	84		0	False	4
P83214	Octopus vulgaris	Metazoa	56		0	False	4
E9Q236	Mus musculus	Metazoa	1325		0	False	4
P34886	Caenorhabditis elegans	Metazoa	724		0	False	4
O14827	Homo sapiens	Metazoa	1237		0	False	0
P11799	Gallus gallus	Metazoa	1906		0	False	4
Q8WSR2	Ascaris suum	Metazoa	141		0	True	1
P81122	Mus musculus	Metazoa	1321		0	False	0
Q99188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309		0	False	0
P53068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		0	False	1
Q9LQU4	Arabidopsis thaliana	Viridiplantae	152		0	True	3
O74740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	797		0	False	0
O08574	Mus musculus	Metazoa	370		0	False	3
P54103	Mus musculus	Metazoa	621		0	False	2
S0DHV6	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	530		0	False	3
Q12223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		0	False	0
O74783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463		0	False	2
Q9Y2Q9	Homo sapiens	Metazoa	187		0	False	2
